date,county,state,fips,cases,deaths
2021-03-02,Burlington,New Jersey,34005,35600,746
2021-03-02,Camden,New Jersey,34007,44423,1154
2021-03-02,Cape May,New Jersey,34009,7281,181
2021-03-02,Cumberland,New Jersey,34011,14387,370
2021-03-02,Essex,New Jersey,34013,74249,2683
2021-03-02,Gloucester,New Jersey,34015,24311,544
2021-03-02,Hudson,New Jersey,34017,69940,2011
2021-03-02,Hunterdon,New Jersey,34019,6989,159
2021-03-02,Mercer,New Jersey,34021,27976,877
2021-03-02,Middlesex,New Jersey,34023,73117,2100
2021-03-02,Monmouth,New Jersey,34025,57460,1407
2021-03-02,Morris,New Jersey,34027,37892,1124
2021-03-02,Ocean,New Jersey,34029,59147,1866
2021-03-02,Passaic,New Jersey,34031,57218,1698
2021-03-02,Salem,New Jersey,34033,4718,164
2021-03-02,Somerset,New Jersey,34035,23041,785
2021-03-02,Sussex,New Jersey,34037,9219,273
2021-03-02,Union,New Jersey,34039,57196,1768
2021-03-02,Warren,New Jersey,34041,7141,217
2021-03-03,Atlantic,New Jersey,34001,25092,574
2021-03-03,Bergen,New Jersey,34003,78951,2624
2021-03-03,Burlington,New Jersey,34005,35715,747
2021-03-03,Camden,New Jersey,34007,44527,1162
2021-03-03,Cape May,New Jersey,34009,7323,182
2021-03-03,Cumberland,New Jersey,34011,14407,372
2021-03-03,Essex,New Jersey,34013,74570,2687
2021-03-03,Gloucester,New Jersey,34015,24363,546
2021-03-03,Hudson,New Jersey,34017,70202,2015
2021-03-03,Hunterdon,New Jersey,34019,7035,161
2021-03-03,Mercer,New Jersey,34021,28076,880
2021-03-03,Middlesex,New Jersey,34023,73459,2108
2021-03-03,Monmouth,New Jersey,34025,57808,1409
2021-03-03,Morris,New Jersey,34027,38045,1129
2021-03-03,Ocean,New Jersey,34029,59500,1873
2021-03-03,Passaic,New Jersey,34031,57533,1699
2021-03-03,Salem,New Jersey,34033,4730,165
2021-03-03,Somerset,New Jersey,34035,23143,786
2021-03-03,Sussex,New Jersey,34037,9252,275
2021-03-03,Union,New Jersey,34039,57442,1772
2021-03-03,Warren,New Jersey,34041,7180,217
2021-03-04,Atlantic,New Jersey,34001,25176,577
2021-03-04,Bergen,New Jersey,34003,79332,2629
2021-03-04,Burlington,New Jersey,34005,35842,750
2021-03-04,Camden,New Jersey,34007,44633,1170
2021-03-04,Cape May,New Jersey,34009,7353,184
2021-03-04,Cumberland,New Jersey,34011,14434,374
2021-03-04,Essex,New Jersey,34013,74861,2695
2021-03-04,Gloucester,New Jersey,34015,24442,551
2021-03-04,Hudson,New Jersey,34017,70465,2021
2021-03-04,Hunterdon,New Jersey,34019,7079,163
2021-03-04,Mercer,New Jersey,34021,28155,884
2021-03-04,Middlesex,New Jersey,34023,73743,2121
2021-03-04,Monmouth,New Jersey,34025,58113,1421
2021-03-04,Morris,New Jersey,34027,38209,1127
2021-03-04,Ocean,New Jersey,34029,59803,1887
2021-03-04,Passaic,New Jersey,34031,57708,1707
2021-03-04,Salem,New Jersey,34033,4742,166
2021-03-04,Somerset,New Jersey,34035,23239,787
2021-03-04,Sussex,New Jersey,34037,9303,275
2021-03-04,Union,New Jersey,34039,57632,1782
2021-03-04,Warren,New Jersey,34041,7211,220
2021-03-05,Atlantic,New Jersey,34001,25271,579
2021-03-05,Bergen,New Jersey,34003,79796,2632
2021-03-05,Burlington,New Jersey,34005,35975,753
2021-03-05,Camden,New Jersey,34007,44769,1172
2021-03-05,Cape May,New Jersey,34009,7386,184
2021-03-05,Cumberland,New Jersey,34011,14477,375
2021-03-05,Essex,New Jersey,34013,75189,2700
2021-03-05,Gloucester,New Jersey,34015,24513,553
2021-03-05,Hudson,New Jersey,34017,70791,2023
2021-03-05,Hunterdon,New Jersey,34019,7117,163
2021-03-05,Mercer,New Jersey,34021,28246,885
2021-03-05,Middlesex,New Jersey,34023,74044,2123
2021-03-05,Monmouth,New Jersey,34025,58515,1422
2021-03-05,Morris,New Jersey,34027,38529,1129
2021-03-05,Ocean,New Jersey,34029,60087,1887
2021-03-05,Passaic,New Jersey,34031,57929,1707
2021-03-05,Salem,New Jersey,34033,4761,166
2021-03-05,Somerset,New Jersey,34035,23321,788
2021-03-05,Sussex,New Jersey,34037,9357,274
2021-03-05,Union,New Jersey,34039,57833,1786
2021-03-05,Warren,New Jersey,34041,7254,220
2021-03-06,Atlantic,New Jersey,34001,25359,579
2021-03-06,Bergen,New Jersey,34003,80008,2638
2021-03-06,Burlington,New Jersey,34005,36125,754
2021-03-06,Camden,New Jersey,34007,44915,1177
2021-03-06,Cape May,New Jersey,34009,7416,184
2021-03-06,Cumberland,New Jersey,34011,14500,376
2021-03-06,Essex,New Jersey,34013,75544,2702
2021-03-06,Gloucester,New Jersey,34015,24587,554
2021-03-06,Hudson,New Jersey,34017,71174,2028
2021-03-06,Hunterdon,New Jersey,34019,7151,164
2021-03-06,Mercer,New Jersey,34021,28335,887
2021-03-06,Middlesex,New Jersey,34023,74383,2125
2021-03-06,Monmouth,New Jersey,34025,58923,1423
2021-03-06,Morris,New Jersey,34027,38787,1131
2021-03-06,Ocean,New Jersey,34029,60469,1889
2021-03-06,Passaic,New Jersey,34031,58146,1708
2021-03-06,Salem,New Jersey,34033,4763,166
2021-03-06,Somerset,New Jersey,34035,23449,788
2021-03-06,Sussex,New Jersey,34037,9419,275
2021-03-06,Union,New Jersey,34039,58121,1789
2021-03-06,Warren,New Jersey,34041,7296,220
2021-03-07,Atlantic,New Jersey,34001,25431,579
2021-03-07,Bergen,New Jersey,34003,80339,2638
2021-03-07,Burlington,New Jersey,34005,36206,756
2021-03-07,Camden,New Jersey,34007,44972,1178
2021-03-07,Cape May,New Jersey,34009,7432,184
2021-03-07,Cumberland,New Jersey,34011,14516,377
2021-03-07,Essex,New Jersey,34013,75772,2706
2021-03-07,Gloucester,New Jersey,34015,24640,555
2021-03-07,Hudson,New Jersey,34017,71406,2029
2021-03-07,Hunterdon,New Jersey,34019,7165,164
2021-03-07,Mercer,New Jersey,34021,28400,887
2021-03-07,Middlesex,New Jersey,34023,74641,2126
2021-03-07,Monmouth,New Jersey,34025,59141,1423
2021-03-07,Morris,New Jersey,34027,38943,1132
2021-03-07,Ocean,New Jersey,34029,60663,1890
2021-03-07,Passaic,New Jersey,34031,58331,1709
2021-03-07,Salem,New Jersey,34033,4770,166
2021-03-07,Somerset,New Jersey,34035,23534,789
2021-03-07,Sussex,New Jersey,34037,9469,275
2021-03-07,Union,New Jersey,34039,58314,1791
2021-03-07,Warren,New Jersey,34041,7337,220
2021-03-08,Atlantic,New Jersey,34001,25522,579
2021-03-08,Bergen,New Jersey,34003,80605,2640
2021-03-08,Burlington,New Jersey,34005,36326,756
2021-03-08,Camden,New Jersey,34007,45073,1179
2021-03-08,Cape May,New Jersey,34009,7454,184
2021-03-08,Cumberland,New Jersey,34011,14526,377
2021-03-08,Essex,New Jersey,34013,75967,2706
2021-03-08,Gloucester,New Jersey,34015,24684,555
2021-03-08,Hudson,New Jersey,34017,71635,2031
2021-03-08,Hunterdon,New Jersey,34019,7199,165
2021-03-08,Mercer,New Jersey,34021,28463,887
2021-03-08,Middlesex,New Jersey,34023,74783,2127
2021-03-08,Monmouth,New Jersey,34025,59340,1424
2021-03-08,Morris,New Jersey,34027,39106,1135
2021-03-08,Ocean,New Jersey,34029,60887,1890
2021-03-08,Passaic,New Jersey,34031,58484,1710
2021-03-08,Salem,New Jersey,34033,4774,166
2021-03-08,Somerset,New Jersey,34035,23603,788
2021-03-08,Sussex,New Jersey,34037,9514,275
2021-03-08,Union,New Jersey,34039,58472,1796
2021-03-08,Warren,New Jersey,34041,7360,220
2021-03-09,Atlantic,New Jersey,34001,25626,581
2021-03-09,Bergen,New Jersey,34003,81125,2648
2021-03-09,Burlington,New Jersey,34005,36443,758
2021-03-09,Camden,New Jersey,34007,45231,1185
2021-03-09,Cape May,New Jersey,34009,7479,184
2021-03-09,Cumberland,New Jersey,34011,14596,378
2021-03-09,Essex,New Jersey,34013,76301,2710
2021-03-09,Gloucester,New Jersey,34015,24770,555
2021-03-09,Hudson,New Jersey,34017,71969,2036
2021-03-09,Hunterdon,New Jersey,34019,7244,165
2021-03-09,Mercer,New Jersey,34021,28570,887
2021-03-09,Middlesex,New Jersey,34023,75169,2132
2021-03-09,Monmouth,New Jersey,34025,59856,1427
2021-03-09,Morris,New Jersey,34027,39332,1136
2021-03-09,Ocean,New Jersey,34029,61210,1896
2021-03-09,Passaic,New Jersey,34031,58725,1711
2021-03-09,Salem,New Jersey,34033,4784,166
2021-03-09,Somerset,New Jersey,34035,23756,788
2021-03-09,Sussex,New Jersey,34037,9608,275
2021-03-09,Union,New Jersey,34039,58754,1797
2021-03-09,Warren,New Jersey,34041,7392,220
2021-03-10,Atlantic,New Jersey,34001,25715,583
2021-03-10,Bergen,New Jersey,34003,81535,2653
2021-03-10,Burlington,New Jersey,34005,36584,762
2021-03-10,Camden,New Jersey,34007,45363,1191
2021-03-10,Cape May,New Jersey,34009,7512,185
2021-03-10,Cumberland,New Jersey,34011,14628,379
2021-03-10,Essex,New Jersey,34013,76640,2715
2021-03-10,Gloucester,New Jersey,34015,24888,558
2021-03-10,Hudson,New Jersey,34017,72300,2039
2021-03-10,Hunterdon,New Jersey,34019,7275,165
2021-03-10,Mercer,New Jersey,34021,28685,887
2021-03-10,Middlesex,New Jersey,34023,75461,2136
2021-03-10,Monmouth,New Jersey,34025,60229,1428
2021-03-10,Morris,New Jersey,34027,39575,1136
2021-03-10,Ocean,New Jersey,34029,61576,1902
2021-03-10,Passaic,New Jersey,34031,58987,1720
2021-03-10,Salem,New Jersey,34033,4797,166
2021-03-10,Somerset,New Jersey,34035,23905,789
2021-03-10,Sussex,New Jersey,34037,9660,275
2021-03-10,Union,New Jersey,34039,58936,1802
2021-03-10,Warren,New Jersey,34041,7425,220
2021-03-11,Atlantic,New Jersey,34001,25808,587
2021-03-11,Bergen,New Jersey,34003,82037,2659
2021-03-11,Burlington,New Jersey,34005,36738,764
2021-03-11,Camden,New Jersey,34007,45497,1196
2021-03-11,Cape May,New Jersey,34009,7541,185
2021-03-11,Cumberland,New Jersey,34011,14673,380
2021-03-11,Essex,New Jersey,34013,77009,2716
2021-03-11,Gloucester,New Jersey,34015,24976,561
2021-03-11,Hudson,New Jersey,34017,72644,2042
2021-03-11,Hunterdon,New Jersey,34019,7309,165
2021-03-11,Mercer,New Jersey,34021,28766,887
2021-03-11,Middlesex,New Jersey,34023,75779,2142
2021-03-11,Monmouth,New Jersey,34025,60556,1431
2021-03-11,Morris,New Jersey,34027,39792,1137
2021-03-11,Ocean,New Jersey,34029,61859,1903
2021-03-11,Passaic,New Jersey,34031,59205,1726
2021-03-11,Salem,New Jersey,34033,4810,166
2021-03-11,Somerset,New Jersey,34035,24034,792
2021-03-11,Sussex,New Jersey,34037,9762,275
2021-03-11,Union,New Jersey,34039,59144,1803
2021-03-11,Warren,New Jersey,34041,7453,220
2021-03-12,Atlantic,New Jersey,34001,25904,593
2021-03-12,Bergen,New Jersey,34003,82488,2664
2021-03-12,Burlington,New Jersey,34005,36879,766
2021-03-12,Camden,New Jersey,34007,45613,1202
2021-03-12,Cape May,New Jersey,34009,7577,189
2021-03-12,Cumberland,New Jersey,34011,14696,388
2021-03-12,Essex,New Jersey,34013,77435,2720
2021-03-12,Gloucester,New Jersey,34015,25056,561
2021-03-12,Hudson,New Jersey,34017,73009,2053
2021-03-12,Hunterdon,New Jersey,34019,7367,166
2021-03-12,Mercer,New Jersey,34021,28873,891
2021-03-12,Middlesex,New Jersey,34023,76203,2150
2021-03-12,Monmouth,New Jersey,34025,60968,1439
2021-03-12,Morris,New Jersey,34027,40073,1146
2021-03-12,Ocean,New Jersey,34029,62208,1920
2021-03-12,Passaic,New Jersey,34031,59530,1732
2021-03-12,Salem,New Jersey,34033,4828,166
2021-03-12,Somerset,New Jersey,34035,24175,796
2021-03-12,Sussex,New Jersey,34037,9829,277
2021-03-12,Union,New Jersey,34039,59397,1812
2021-03-12,Warren,New Jersey,34041,7504,223
2021-03-13,Atlantic,New Jersey,34001,26008,594
2021-03-13,Bergen,New Jersey,34003,82880,2668
2021-03-13,Burlington,New Jersey,34005,37000,768
2021-03-13,Camden,New Jersey,34007,45760,1203
2021-03-13,Cape May,New Jersey,34009,7619,189
2021-03-13,Cumberland,New Jersey,34011,14742,388
2021-03-13,Essex,New Jersey,34013,77780,2724
2021-03-13,Gloucester,New Jersey,34015,25130,561
2021-03-13,Hudson,New Jersey,34017,73292,2057
2021-03-13,Hunterdon,New Jersey,34019,7401,166
2021-03-13,Mercer,New Jersey,34021,28946,891
2021-03-13,Middlesex,New Jersey,34023,76532,2152
2021-03-13,Monmouth,New Jersey,34025,61340,1442
2021-03-13,Morris,New Jersey,34027,40593,1147
2021-03-13,Ocean,New Jersey,34029,62540,1924
2021-03-13,Passaic,New Jersey,34031,59715,1734
2021-03-13,Salem,New Jersey,34033,4838,166
2021-03-13,Somerset,New Jersey,34035,24299,798
2021-03-13,Sussex,New Jersey,34037,9919,277
2021-03-13,Union,New Jersey,34039,59605,1816
2021-03-13,Warren,New Jersey,34041,7550,223
2021-03-14,Atlantic,New Jersey,34001,26129,594
2021-03-14,Bergen,New Jersey,34003,83263,2670
2021-03-14,Burlington,New Jersey,34005,37136,769
2021-03-14,Camden,New Jersey,34007,45899,1203
2021-03-14,Cape May,New Jersey,34009,7644,189
2021-03-14,Cumberland,New Jersey,34011,14762,388
2021-03-14,Essex,New Jersey,34013,78065,2724
2021-03-14,Gloucester,New Jersey,34015,25206,561
2021-03-14,Hudson,New Jersey,34017,73595,2060
2021-03-14,Hunterdon,New Jersey,34019,7454,166
2021-03-14,Mercer,New Jersey,34021,29057,891
2021-03-14,Middlesex,New Jersey,34023,76797,2152
2021-03-14,Monmouth,New Jersey,34025,61647,1444
2021-03-14,Morris,New Jersey,34027,40821,1147
2021-03-14,Ocean,New Jersey,34029,62815,1926
2021-03-14,Passaic,New Jersey,34031,59896,1737
2021-03-14,Salem,New Jersey,34033,4852,166
2021-03-14,Somerset,New Jersey,34035,24411,798
2021-03-14,Sussex,New Jersey,34037,9968,277
2021-03-14,Union,New Jersey,34039,59826,1818
2021-03-14,Warren,New Jersey,34041,7592,223
2021-03-15,Atlantic,New Jersey,34001,26218,594
2021-03-15,Bergen,New Jersey,34003,83594,2671
2021-03-15,Burlington,New Jersey,34005,37226,770
2021-03-15,Camden,New Jersey,34007,45994,1206
2021-03-15,Cape May,New Jersey,34009,7667,189
2021-03-15,Cumberland,New Jersey,34011,14780,388
2021-03-15,Essex,New Jersey,34013,78308,2726
2021-03-15,Gloucester,New Jersey,34015,25243,562
2021-03-15,Hudson,New Jersey,34017,73816,2060
2021-03-15,Hunterdon,New Jersey,34019,7490,166
2021-03-15,Mercer,New Jersey,34021,29126,892
2021-03-15,Middlesex,New Jersey,34023,77082,2154
2021-03-15,Monmouth,New Jersey,34025,61940,1448
2021-03-15,Morris,New Jersey,34027,40975,1147
2021-03-15,Ocean,New Jersey,34029,63049,1928
2021-03-15,Passaic,New Jersey,34031,60111,1739
2021-03-15,Salem,New Jersey,34033,4860,166
2021-03-15,Somerset,New Jersey,34035,24495,798
2021-03-15,Sussex,New Jersey,34037,10011,277
2021-03-15,Union,New Jersey,34039,60047,1821
2021-03-15,Warren,New Jersey,34041,7624,223
2021-03-16,Atlantic,New Jersey,34001,26352,595
2021-03-16,Bergen,New Jersey,34003,84076,2678
2021-03-16,Burlington,New Jersey,34005,37336,771
2021-03-16,Camden,New Jersey,34007,46111,1207
2021-03-16,Cape May,New Jersey,34009,7694,189
2021-03-16,Cumberland,New Jersey,34011,14800,388
2021-03-16,Essex,New Jersey,34013,78676,2730
2021-03-16,Gloucester,New Jersey,34015,25318,562
2021-03-16,Hudson,New Jersey,34017,74064,2060
2021-03-16,Hunterdon,New Jersey,34019,7523,166
2021-03-16,Mercer,New Jersey,34021,29195,893
2021-03-16,Middlesex,New Jersey,34023,77485,2159
2021-03-16,Monmouth,New Jersey,34025,62277,1450
2021-03-16,Morris,New Jersey,34027,41199,1150
2021-03-16,Ocean,New Jersey,34029,63358,1936
2021-03-16,Passaic,New Jersey,34031,60392,1744
2021-03-16,Salem,New Jersey,34033,4871,166
2021-03-16,Somerset,New Jersey,34035,24618,798
2021-03-16,Sussex,New Jersey,34037,10061,277
2021-03-16,Union,New Jersey,34039,60286,1823
2021-03-16,Warren,New Jersey,34041,7658,224
2021-03-17,Atlantic,New Jersey,34001,26483,595
2021-03-17,Bergen,New Jersey,34003,84573,2680
2021-03-17,Burlington,New Jersey,34005,37508,774
2021-03-17,Camden,New Jersey,34007,46318,1209
2021-03-17,Cape May,New Jersey,34009,7730,189
2021-03-17,Cumberland,New Jersey,34011,14861,388
2021-03-17,Essex,New Jersey,34013,79098,2735
2021-03-17,Gloucester,New Jersey,34015,25433,566
2021-03-17,Hudson,New Jersey,34017,74437,2061
2021-03-17,Hunterdon,New Jersey,34019,7580,166
2021-03-17,Mercer,New Jersey,34021,29315,894
2021-03-17,Middlesex,New Jersey,34023,77871,2164
2021-03-17,Monmouth,New Jersey,34025,62683,1453
2021-03-17,Morris,New Jersey,34027,41464,1152
2021-03-17,Ocean,New Jersey,34029,63683,1940
2021-03-17,Passaic,New Jersey,34031,60625,1747
2021-03-17,Salem,New Jersey,34033,4911,166
2021-03-17,Somerset,New Jersey,34035,24725,798
2021-03-17,Sussex,New Jersey,34037,10137,278
2021-03-17,Union,New Jersey,34039,60518,1825
2021-03-17,Warren,New Jersey,34041,7726,224
2021-03-18,Atlantic,New Jersey,34001,26594,596
2021-03-18,Bergen,New Jersey,34003,85044,2682
2021-03-18,Burlington,New Jersey,34005,37675,778
2021-03-18,Camden,New Jersey,34007,46496,1213
2021-03-18,Cape May,New Jersey,34009,7762,189
2021-03-18,Cumberland,New Jersey,34011,14884,392
2021-03-18,Essex,New Jersey,34013,79541,2740
2021-03-18,Gloucester,New Jersey,34015,25536,566
2021-03-18,Hudson,New Jersey,34017,74909,2072
2021-03-18,Hunterdon,New Jersey,34019,7629,166
2021-03-18,Mercer,New Jersey,34021,29423,895
2021-03-18,Middlesex,New Jersey,34023,78287,2171
2021-03-18,Monmouth,New Jersey,34025,63054,1461
2021-03-18,Morris,New Jersey,34027,41744,1159
2021-03-18,Ocean,New Jersey,34029,64004,1947
2021-03-18,Passaic,New Jersey,34031,60899,1753
2021-03-18,Salem,New Jersey,34033,4929,167
2021-03-18,Somerset,New Jersey,34035,24879,800
2021-03-18,Sussex,New Jersey,34037,10250,278
2021-03-18,Union,New Jersey,34039,60820,1827
2021-03-18,Warren,New Jersey,34041,7781,224
2021-03-19,Atlantic,New Jersey,34001,26726,596
2021-03-19,Bergen,New Jersey,34003,85586,2688
2021-03-19,Burlington,New Jersey,34005,37844,778
2021-03-19,Camden,New Jersey,34007,46639,1213
2021-03-19,Cape May,New Jersey,34009,7790,190
2021-03-19,Cumberland,New Jersey,34011,14917,394
2021-03-19,Essex,New Jersey,34013,79950,2742
2021-03-19,Gloucester,New Jersey,34015,25651,566
2021-03-19,Hudson,New Jersey,34017,75218,2074
2021-03-19,Hunterdon,New Jersey,34019,7679,166
2021-03-19,Mercer,New Jersey,34021,29515,896
2021-03-19,Middlesex,New Jersey,34023,78719,2172
2021-03-19,Monmouth,New Jersey,34025,63415,1467
2021-03-19,Morris,New Jersey,34027,42009,1159
2021-03-19,Ocean,New Jersey,34029,64374,1949
2021-03-19,Passaic,New Jersey,34031,61257,1757
2021-03-19,Salem,New Jersey,34033,4948,167
2021-03-19,Somerset,New Jersey,34035,25004,800
2021-03-19,Sussex,New Jersey,34037,10343,278
2021-03-19,Union,New Jersey,34039,61090,1827
2021-03-19,Warren,New Jersey,34041,7840,224
2021-03-20,Atlantic,New Jersey,34001,26849,598
2021-03-20,Bergen,New Jersey,34003,86106,2690
2021-03-20,Burlington,New Jersey,34005,38004,779
2021-03-20,Camden,New Jersey,34007,46885,1213
2021-03-20,Cape May,New Jersey,34009,7849,190
2021-03-20,Cumberland,New Jersey,34011,14970,394
2021-03-20,Essex,New Jersey,34013,80358,2744
2021-03-20,Gloucester,New Jersey,34015,25775,567
2021-03-20,Hudson,New Jersey,34017,75757,2079
2021-03-20,Hunterdon,New Jersey,34019,7717,167
2021-03-20,Mercer,New Jersey,34021,29659,898
2021-03-20,Middlesex,New Jersey,34023,79134,2177
2021-03-20,Monmouth,New Jersey,34025,63919,1468
2021-03-20,Morris,New Jersey,34027,42348,1160
2021-03-20,Ocean,New Jersey,34029,64706,1950
2021-03-20,Passaic,New Jersey,34031,61482,1761
2021-03-20,Salem,New Jersey,34033,4974,167
2021-03-20,Somerset,New Jersey,34035,25168,800
2021-03-20,Sussex,New Jersey,34037,10435,279
2021-03-20,Union,New Jersey,34039,61390,1829
2021-03-20,Warren,New Jersey,34041,7909,224
2021-03-21,Atlantic,New Jersey,34001,26947,598
2021-03-21,Bergen,New Jersey,34003,86467,2691
2021-03-21,Burlington,New Jersey,34005,38116,779
2021-03-21,Camden,New Jersey,34007,47005,1214
2021-03-21,Cape May,New Jersey,34009,7862,191
2021-03-21,Cumberland,New Jersey,34011,14983,395
2021-03-21,Essex,New Jersey,34013,80704,2748
2021-03-21,Gloucester,New Jersey,34015,25844,571
2021-03-21,Hudson,New Jersey,34017,76017,2085
2021-03-21,Hunterdon,New Jersey,34019,7752,167
2021-03-21,Mercer,New Jersey,34021,29756,901
2021-03-21,Middlesex,New Jersey,34023,79447,2180
2021-03-21,Monmouth,New Jersey,34025,64209,1472
2021-03-21,Morris,New Jersey,34027,42586,1162
2021-03-21,Ocean,New Jersey,34029,64985,1953
2021-03-21,Passaic,New Jersey,34031,61662,1765
2021-03-21,Salem,New Jersey,34033,4992,167
2021-03-21,Somerset,New Jersey,34035,25268,801
2021-03-21,Sussex,New Jersey,34037,10502,279
2021-03-21,Union,New Jersey,34039,61593,1831
2021-03-21,Warren,New Jersey,34041,7951,224
2021-03-22,Atlantic,New Jersey,34001,27058,601
2021-03-22,Bergen,New Jersey,34003,86830,2693
2021-03-22,Burlington,New Jersey,34005,38258,779
2021-03-22,Camden,New Jersey,34007,47161,1214
2021-03-22,Cape May,New Jersey,34009,7900,190
2021-03-22,Cumberland,New Jersey,34011,14992,395
2021-03-22,Essex,New Jersey,34013,80999,2750
2021-03-22,Gloucester,New Jersey,34015,25911,569
2021-03-22,Hudson,New Jersey,34017,76296,2083
2021-03-22,Hunterdon,New Jersey,34019,7783,168
2021-03-22,Mercer,New Jersey,34021,29814,901
2021-03-22,Middlesex,New Jersey,34023,79710,2179
2021-03-22,Monmouth,New Jersey,34025,64489,1471
2021-03-22,Morris,New Jersey,34027,42784,1163
2021-03-22,Ocean,New Jersey,34029,65308,1956
2021-03-22,Passaic,New Jersey,34031,61795,1767
2021-03-22,Salem,New Jersey,34033,4994,167
2021-03-22,Somerset,New Jersey,34035,25373,801
2021-03-22,Sussex,New Jersey,34037,10565,279
2021-03-22,Union,New Jersey,34039,61790,1831
2021-03-22,Warren,New Jersey,34041,7994,224
2021-03-23,Atlantic,New Jersey,34001,27205,601
2021-03-23,Bergen,New Jersey,34003,87348,2700
2021-03-23,Burlington,New Jersey,34005,38441,780
2021-03-23,Camden,New Jersey,34007,47320,1214
2021-03-23,Cape May,New Jersey,34009,7938,191
2021-03-23,Cumberland,New Jersey,34011,15050,395
2021-03-23,Essex,New Jersey,34013,81432,2760
2021-03-23,Gloucester,New Jersey,34015,26038,571
2021-03-23,Hudson,New Jersey,34017,76769,2086
2021-03-23,Hunterdon,New Jersey,34019,7840,168
2021-03-23,Mercer,New Jersey,34021,29946,904
2021-03-23,Middlesex,New Jersey,34023,80214,2184
2021-03-23,Monmouth,New Jersey,34025,64966,1477
2021-03-23,Morris,New Jersey,34027,43032,1166
2021-03-23,Ocean,New Jersey,34029,65619,1965
2021-03-23,Passaic,New Jersey,34031,62064,1768
2021-03-23,Salem,New Jersey,34033,5042,167
2021-03-23,Somerset,New Jersey,34035,25560,803
2021-03-23,Sussex,New Jersey,34037,10644,279
2021-03-23,Union,New Jersey,34039,62044,1839
2021-03-23,Warren,New Jersey,34041,8061,224
2021-03-24,Atlantic,New Jersey,34001,27348,603
2021-03-24,Bergen,New Jersey,34003,87799,2704
2021-03-24,Burlington,New Jersey,34005,38595,781
2021-03-24,Camden,New Jersey,34007,47502,1214
2021-03-24,Cape May,New Jersey,34009,7965,193
2021-03-24,Cumberland,New Jersey,34011,15077,396
2021-03-24,Essex,New Jersey,34013,81875,2767
2021-03-24,Gloucester,New Jersey,34015,26133,572
2021-03-24,Hudson,New Jersey,34017,77073,2094
2021-03-24,Hunterdon,New Jersey,34019,7895,168
2021-03-24,Mercer,New Jersey,34021,30042,906
2021-03-24,Middlesex,New Jersey,34023,80537,2186
2021-03-24,Monmouth,New Jersey,34025,65307,1477
2021-03-24,Morris,New Jersey,34027,43251,1168
2021-03-24,Ocean,New Jersey,34029,66013,1975
2021-03-24,Passaic,New Jersey,34031,62328,1773
2021-03-24,Salem,New Jersey,34033,5062,168
2021-03-24,Somerset,New Jersey,34035,25699,803
2021-03-24,Sussex,New Jersey,34037,10767,280
2021-03-24,Union,New Jersey,34039,62285,1841
2021-03-24,Warren,New Jersey,34041,8103,224
2021-03-25,Atlantic,New Jersey,34001,27475,604
2021-03-25,Bergen,New Jersey,34003,88162,2706
2021-03-25,Burlington,New Jersey,34005,38780,785
2021-03-25,Camden,New Jersey,34007,47701,1215
2021-03-25,Cape May,New Jersey,34009,8006,193
2021-03-25,Cumberland,New Jersey,34011,15136,397
2021-03-25,Essex,New Jersey,34013,82264,2773
2021-03-25,Gloucester,New Jersey,34015,26259,574
2021-03-25,Hudson,New Jersey,34017,77390,2098
2021-03-25,Hunterdon,New Jersey,34019,7929,169
2021-03-25,Mercer,New Jersey,34021,30152,907
2021-03-25,Middlesex,New Jersey,34023,80900,2188
2021-03-25,Monmouth,New Jersey,34025,65718,1479
2021-03-25,Morris,New Jersey,34027,43480,1168
2021-03-25,Ocean,New Jersey,34029,66291,1981
2021-03-25,Passaic,New Jersey,34031,62571,1773
2021-03-25,Salem,New Jersey,34033,5100,168
2021-03-25,Somerset,New Jersey,34035,25789,803
2021-03-25,Sussex,New Jersey,34037,10882,282
2021-03-25,Union,New Jersey,34039,62496,1843
2021-03-25,Warren,New Jersey,34041,8157,224
2021-03-26,Atlantic,New Jersey,34001,27622,604
2021-03-26,Bergen,New Jersey,34003,88904,2711
2021-03-26,Burlington,New Jersey,34005,38946,785
2021-03-26,Camden,New Jersey,34007,47853,1218
2021-03-26,Cape May,New Jersey,34009,8054,193
2021-03-26,Cumberland,New Jersey,34011,15197,398
2021-03-26,Essex,New Jersey,34013,82836,2774
2021-03-26,Gloucester,New Jersey,34015,26384,574
2021-03-26,Hudson,New Jersey,34017,77898,2101
2021-03-26,Hunterdon,New Jersey,34019,8008,169
2021-03-26,Mercer,New Jersey,34021,30283,908
2021-03-26,Middlesex,New Jersey,34023,81447,2190
2021-03-26,Monmouth,New Jersey,34025,66172,1482
2021-03-26,Morris,New Jersey,34027,43806,1168
2021-03-26,Ocean,New Jersey,34029,66741,1983
2021-03-26,Passaic,New Jersey,34031,62933,1776
2021-03-26,Salem,New Jersey,34033,5123,169
2021-03-26,Somerset,New Jersey,34035,25990,803
2021-03-26,Sussex,New Jersey,34037,11044,283
2021-03-26,Union,New Jersey,34039,62820,1844
2021-03-26,Warren,New Jersey,34041,8199,225
2021-03-27,Atlantic,New Jersey,34001,27762,604
2021-03-27,Bergen,New Jersey,34003,89471,2718
2021-03-27,Burlington,New Jersey,34005,39143,786
2021-03-27,Camden,New Jersey,34007,48045,1220
2021-03-27,Cape May,New Jersey,34009,8110,193
